Date,Store Location,Product Category,Customer Type,Customer Age,Gender,Payment Method,Units Sold,Price per Unit (INR),Cost per Unit (INR),Discount (%),City Tier,Discount Amount (INR),Effective Price per Unit (INR),Total Revenue (INR),Total Cost (INR),Gross Profit (INR),Company Name,Market Share (%),Stock Turnover Ratio,Purchase Type,Sales Channel,Break-even Units,Discount Effectiveness (%),Age Group,Revenue Before Discount,Price Range,Discount Range,Month Name,Avg_Diamond_Discount
4/8/2025 00:00:00,Kolkata,Platinum,Returning,19,Other,Credit Card,10,15000,12000,17,Tier-1,2550,12450,124500,120000,4500,Malabar Gold & Diamonds,0.0558092273,8.33E-05,Impulse,Online,40,1.764705882,18-25,127050,50K+,10-20%,"April,2025",
4/18/2025 12:00:00 AM,Hyderabad,Platinum,Returning,22,Female,Credit Card,15,50000,12000,19,Tier-1,9500,40500,607500,180000,427500,Kalyan Jewellers,0.2723221332,8.33E-05,Impulse,Online,4.736842105,45,18-25,617000,50K+,10-20%,"April,2025",
4/20/2025 12:00:00 AM,Kolkata,Platinum,New,23,Female,Cash,7,50000,60000,0,Tier-1,0,50000,350000,420000,-70000,Senco Gold & Diamonds,0.1568934101,1.67E-05,Impulse,Offline,-42,0,18-25,350000,50K+,0-10%,"April,2025",
4/25/2025 12:00:00 AM,Kolkata,Platinum,Returning,44,Male,Cash,9,3000,80000,0,Tier-1,0,3000,27000,720000,-693000,Tanishq,0.01210320592,1.25E-05,Impulse,Offline,-9.350649351,0,36-45,27000,25K-50K,0-10%,"April,2025",
4/30/2025 12:00:00 AM,Chennai,Platinum,New,43,Female,Credit Card,2,50000,40000,10,Tier-1,5000,45000,90000,80000,10000,Tanishq,0.04034401973,2.50E-05,Impulse,Online,8,2,36-45,95000,50K+,10-20%,"April,2025",
5/11/2025 00:00:00,Delhi,Platinum,New,36,Male,Net Banking,9,75000,60000,19,Tier-1,14250,60750,546750,540000,6750,Kalyan Jewellers,0.2450899199,1.67E-05,Planned,Online,36,0.4736842105,36-45,561000,50K+,10-20%,"May,2025",
5/14/2025 12:00:00 AM,Kolkata,Platinum,New,19,Other,UPI,18,15000,40000,2,Tier-1,300,14700,264600,720000,-455400,Kalyan Jewellers,0.118611418,2.50E-05,Impulse,Online,-28.8,-1518,18-25,264900,50K+,0-10%,"May,2025",
1/1/2024 00:00:00,Kolkata,Gemstone,Returning,48,Other,Credit Card,6,3000,40000,8,Tier-1,240,2760,16560,240000,-223440,Kalyan Jewellers,0.007423299631,2.50E-05,Impulse,Online,-6.486486486,-931,46-55,16800,10K-25K,0-10%,"January,2024",
1/7/2024 00:00:00,Hyderabad,Gemstone,New,40,Female,UPI,15,100000,12000,5,Tier-1,5000,95000,1425000,180000,1245000,Tanishq,0.6387803124,8.33E-05,Planned,Online,2.045454545,249,36-45,1430000,50K+,0-10%,"January,2024",
1/8/2024 00:00:00,Delhi,Gemstone,Returning,27,Female,Credit Card,3,75000,2000,7,Tier-1,5250,69750,209250,6000,203250,Tanishq,0.09379984588,0.0005,Planned,Online,0.08219178082,38.71428571,26-35,214500,50K+,0-10%,"January,2024",
1/13/2024 12:00:00 AM,Kolkata,Gemstone,Returning,59,Other,Credit Card,19,100000,40000,12,Tier-1,12000,88000,1672000,760000,912000,PC Jeweller,0.7495022332,2.50E-05,Planned,Online,12.66666667,76,56+,1684000,50K+,10-20%,"January,2024",
1/16/2024 12:00:00 AM,Hyderabad,Gemstone,Returning,35,Other,Credit Card,11,50000,60000,7,Tier-1,3500,46500,511500,660000,-148500,Tanishq,0.2292885121,1.67E-05,Impulse,Online,-66,-42.42857143,26-35,515000,50K+,0-10%,"January,2024",
1/25/2024 12:00:00 AM,Delhi,Gemstone,New,49,Male,Cash,13,15000,80000,4,Tier-1,600,14400,187200,1040000,-852800,Kalyan Jewellers,0.08391556104,1.25E-05,Impulse,Offline,-16,-1421.333333,46-55,187800,50K+,0-10%,"January,2024",
2/1/2024 00:00:00,Bangalore,Gemstone,Returning,43,Female,Credit Card,6,100000,60000,4,Tier-1,4000,96000,576000,360000,216000,Tanishq,0.2582017263,1.67E-05,Planned,Online,9,54,36-45,580000,50K+,0-10%,"February,2024",
2/5/2024 00:00:00,Delhi,Gemstone,New,41,Male,Credit Card,7,15000,2000,0,Tier-1,0,15000,105000,14000,91000,Kalyan Jewellers,0.04706802302,0.0005,Impulse,Online,1.076923077,0,36-45,105000,50K+,0-10%,"February,2024",
2/17/2024 12:00:00 AM,Delhi,Gemstone,Returning,33,Female,Cash,10,15000,12000,17,Tier-1,2550,12450,124500,120000,4500,Tanishq,0.0558092273,8.33E-05,Impulse,Offline,40,1.764705882,26-35,127050,50K+,10-20%,"February,2024",
2/25/2024 12:00:00 AM,Bangalore,Gemstone,New,52,Other,Cash,14,75000,60000,6,Tier-1,4500,70500,987000,840000,147000,Tanishq,0.4424394164,1.67E-05,Planned,Offline,56,32.66666667,46-55,991500,50K+,0-10%,"February,2024",
2/29/2024 12:00:00 AM,Delhi,Gemstone,New,50,Male,Cash,15,3000,12000,14,Tier-1,420,2580,38700,180000,-141300,Tanishq,0.01734792848,8.33E-05,Impulse,Offline,-20,-336.4285714,46-55,39120,25K-50K,10-20%,"February,2024",
3/2/2024 00:00:00,Hyderabad,Gemstone,Returning,21,Other,Cash,8,75000,60000,11,Tier-1,8250,66750,534000,480000,54000,Kalyan Jewellers,0.2393745171,1.67E-05,Planned,Offline,32,6.545454545,18-25,542250,50K+,10-20%,"March,2024",
3/8/2024 00:00:00,Kolkata,Gemstone,New,48,Female,UPI,14,100000,2000,1,Tier-1,1000,99000,1386000,28000,1358000,Senco Gold & Diamonds,0.6212979039,0.0005,Planned,Online,0.2857142857,1358,46-55,1387000,50K+,0-10%,"March,2024",
3/13/2024 12:00:00 AM,Kolkata,Gemstone,Returning,19,Other,Net Banking,7,50000,60000,0,Tier-1,0,50000,350000,420000,-70000,Malabar Gold & Diamonds,0.1568934101,1.67E-05,Impulse,Online,-42,0,18-25,350000,50K+,0-10%,"March,2024",
3/16/2024 12:00:00 AM,Delhi,Gemstone,New,44,Other,Credit Card,14,15000,40000,13,Tier-1,1950,13050,182700,560000,-377300,Senco Gold & Diamonds,0.08189836006,2.50E-05,Impulse,Online,-22.4,-193.4871795,36-45,184650,50K+,10-20%,"March,2024",
3/17/2024 12:00:00 AM,Chennai,Gemstone,Returning,44,Male,Net Banking,15,100000,2000,6,Tier-1,6000,94000,1410000,30000,1380000,Kalyan Jewellers,0.6320563091,0.0005,Planned,Online,0.306122449,230,36-45,1416000,50K+,0-10%,"March,2024",
3/18/2024 12:00:00 AM,Kolkata,Gemstone,Returning,56,Other,Credit Card,12,3000,2000,0,Tier-1,0,3000,36000,24000,12000,Kalyan Jewellers,0.01613760789,0.0005,Impulse,Online,24,0,56+,36000,25K-50K,0-10%,"March,2024",
3/19/2024 12:00:00 AM,Delhi,Gemstone,New,49,Male,Net Banking,5,15000,12000,12,Tier-1,1800,13200,66000,60000,6000,Malabar Gold & Diamonds,0.02958561447,8.33E-05,Impulse,Online,20,3.333333333,46-55,67800,50K+,10-20%,"March,2024",
4/2/2024 00:00:00,Delhi,Gemstone,New,56,Other,UPI,17,100000,80000,13,Tier-1,13000,87000,1479000,1360000,119000,Kalyan Jewellers,0.6629867243,1.25E-05,Planned,Online,68,9.153846154,56+,1492000,50K+,10-20%,"April,2024",
4/5/2024 00:00:00,Delhi,Gemstone,Returning,33,Female,UPI,8,3000,60000,5,Tier-1,150,2850,22800,480000,-457200,Malabar Gold & Diamonds,0.010220485,1.67E-05,Impulse,Online,-8.421052632,-3048,26-35,22950,10K-25K,0-10%,"April,2024",
4/9/2024 00:00:00,Chennai,Gemstone,Returning,19,Female,UPI,17,15000,40000,16,Tier-1,2400,12600,214200,680000,-465800,Kalyan Jewellers,0.09601876696,2.50E-05,Impulse,Online,-27.2,-194.0833333,18-25,216600,50K+,10-20%,"April,2024",
4/11/2024 00:00:00,Chennai,Gemstone,New,28,Other,Net Banking,19,100000,60000,16,Tier-1,16000,84000,1596000,1140000,456000,Senco Gold & Diamonds,0.7154339499,1.67E-05,Planned,Online,28.5,28.5,26-35,1612000,50K+,10-20%,"April,2024",
4/14/2024 12:00:00 AM,Delhi,Gemstone,Returning,25,Female,Credit Card,11,50000,40000,7,Tier-1,3500,46500,511500,440000,71500,Senco Gold & Diamonds,0.2292885121,2.50E-05,Impulse,Online,44,20.42857143,18-25,515000,50K+,0-10%,"April,2024",
4/15/2024 12:00:00 AM,Mumbai,Gemstone,New,26,Female,UPI,17,100000,12000,5,Tier-1,5000,95000,1615000,204000,1411000,PC Jeweller,0.7239510207,8.33E-05,Planned,Online,2.318181818,282.2,26-35,1620000,50K+,0-10%,"April,2024",
4/17/2024 12:00:00 AM,Delhi,Gemstone,Returning,28,Female,UPI,15,15000,2000,8,Tier-1,1200,13800,207000,30000,177000,Kalyan Jewellers,0.09279124538,0.0005,Impulse,Online,2.307692308,147.5,26-35,208200,50K+,0-10%,"April,2024",
4/21/2024 12:00:00 AM,Chennai,Gemstone,New,35,Other,Credit Card,3,75000,60000,11,Tier-1,8250,66750,200250,180000,20250,Senco Gold & Diamonds,0.0897654439,1.67E-05,Planned,Online,12,2.454545455,26-35,208500,50K+,10-20%,"April,2024",
4/29/2024 12:00:00 AM,Hyderabad,Gemstone,New,31,Other,Cash,7,100000,60000,12,Tier-1,12000,88000,616000,420000,196000,Tanishq,0.2761324017,1.67E-05,Planned,Offline,10.5,16.33333333,26-35,628000,50K+,10-20%,"April,2024",
5/2/2024 00:00:00,Bangalore,Gemstone,Returning,24,Male,Cash,2,75000,12000,9,Tier-1,6750,68250,136500,24000,112500,Malabar Gold & Diamonds,0.06118842993,8.33E-05,Planned,Offline,0.380952381,16.66666667,18-25,143250,50K+,0-10%,"May,2024",
5/3/2024 00:00:00,Chennai,Gemstone,Returning,40,Female,UPI,18,15000,60000,4,Tier-1,600,14400,259200,1080000,-820800,Senco Gold & Diamonds,0.1161907768,1.67E-05,Impulse,Online,-24,-1368,36-45,259800,50K+,0-10%,"May,2024",
5/9/2024 00:00:00,Kolkata,Gemstone,Returning,32,Female,Net Banking,12,3000,60000,1,Tier-1,30,2970,35640,720000,-684360,Kalyan Jewellers,0.01597623181,1.67E-05,Impulse,Online,-12.63157895,-22812,26-35,35670,25K-50K,0-10%,"May,2024",
5/10/2024 00:00:00,Kolkata,Gemstone,New,34,Other,Credit Card,2,50000,2000,4,Tier-1,2000,48000,96000,4000,92000,PC Jeweller,0.04303362105,0.0005,Impulse,Online,0.08333333333,46,26-35,98000,50K+,0-10%,"May,2024",
5/24/2024 12:00:00 AM,Chennai,Gemstone,New,48,Other,Credit Card,3,75000,2000,5,Tier-1,3750,71250,213750,6000,207750,Senco Gold & Diamonds,0.09581704686,0.0005,Planned,Online,0.08219178082,55.4,46-55,217500,50K+,0-10%,"May,2024",
5/26/2024 12:00:00 AM,Hyderabad,Gemstone,Returning,57,Male,UPI,2,15000,60000,11,Tier-1,1650,13350,26700,120000,-93300,Tanishq,0.01196872585,1.67E-05,Impulse,Online,-2.666666667,-56.54545455,56+,28350,25K-50K,10-20%,"May,2024",
5/27/2024 12:00:00 AM,Kolkata,Gemstone,New,51,Male,Cash,5,15000,12000,3,Tier-1,450,14550,72750,60000,12750,Senco Gold & Diamonds,0.03261141595,8.33E-05,Impulse,Offline,20,28.33333333,46-55,73200,50K+,0-10%,"May,2024",
5/30/2024 12:00:00 AM,Kolkata,Gemstone,New,60,Other,Net Banking,9,100000,60000,8,Tier-1,8000,92000,828000,540000,288000,PC Jeweller,0.3711649815,1.67E-05,Planned,Online,13.5,36,56+,836000,50K+,0-10%,"May,2024",
5/31/2024 12:00:00 AM,Chennai,Gemstone,Returning,37,Other,Net Banking,17,50000,2000,3,Tier-1,1500,48500,824500,34000,790500,Senco Gold & Diamonds,0.3695960474,0.0005,Impulse,Online,0.7083333333,527,36-45,826000,50K+,0-10%,"May,2024",
6/1/2024 00:00:00,Kolkata,Gemstone,New,51,Other,Net Banking,13,75000,40000,2,Tier-1,1500,73500,955500,520000,435500,PC Jeweller,0.4283190095,2.50E-05,Planned,Online,14.85714286,290.3333333,46-55,957000,50K+,0-10%,"June,2024",
6/12/2024 00:00:00,Chennai,Gemstone,New,47,Other,Credit Card,10,15000,12000,3,Tier-1,450,14550,145500,120000,25500,Tanishq,0.0652228319,8.33E-05,Impulse,Online,40,56.66666667,46-55,145950,50K+,0-10%,"June,2024",
6/13/2024 12:00:00 AM,Hyderabad,Gemstone,Returning,54,Other,Cash,3,15000,12000,11,Tier-1,1650,13350,40050,36000,4050,Tanishq,0.01795308878,8.33E-05,Impulse,Offline,12,2.454545455,46-55,41700,25K-50K,10-20%,"June,2024",
6/15/2024 12:00:00 AM,Kolkata,Gemstone,New,43,Male,Net Banking,14,50000,12000,1,Tier-1,500,49500,693000,168000,525000,Tanishq,0.3106489519,8.33E-05,Impulse,Online,4.421052632,1050,36-45,693500,50K+,0-10%,"June,2024",
7/2/2024 00:00:00,Kolkata,Gemstone,New,57,Male,Cash,1,15000,80000,12,Tier-1,1800,13200,13200,80000,-66800,Senco Gold & Diamonds,0.005917122894,1.25E-05,Impulse,Offline,-1.230769231,-37.11111111,56+,15000,10K-25K,10-20%,"July,2024",
7/18/2024 12:00:00 AM,Hyderabad,Gemstone,New,59,Other,UPI,17,15000,12000,15,Tier-1,2250,12750,216750,204000,12750,Kalyan Jewellers,0.09716184752,8.33E-05,Impulse,Online,68,5.666666667,56+,219000,50K+,10-20%,"July,2024",
7/22/2024 12:00:00 AM,Delhi,Gemstone,New,53,Female,Cash,16,3000,2000,7,Tier-1,210,2790,44640,32000,12640,Malabar Gold & Diamonds,0.02001063379,0.0005,Impulse,Offline,32,60.19047619,46-55,44850,25K-50K,0-10%,"July,2024",
7/25/2024 12:00:00 AM,Hyderabad,Gemstone,New,39,Male,Cash,7,100000,12000,14,Tier-1,14000,86000,602000,84000,518000,PC Jeweller,0.2698566653,8.33E-05,Planned,Offline,0.9545454545,37,36-45,616000,50K+,10-20%,"July,2024",
7/30/2024 12:00:00 AM,Mumbai,Gemstone,New,33,Female,UPI,4,50000,12000,7,Tier-1,3500,46500,186000,48000,138000,Malabar Gold & Diamonds,0.08337764078,8.33E-05,Impulse,Online,1.263157895,39.42857143,26-35,189500,50K+,0-10%,"July,2024",
7/31/2024 12:00:00 AM,Bangalore,Gemstone,Returning,32,Female,Cash,9,50000,40000,16,Tier-1,8000,42000,378000,360000,18000,PC Jeweller,0.1694448829,2.50E-05,Impulse,Offline,36,2.25,26-35,386000,50K+,10-20%,"July,2024",
8/1/2024 00:00:00,Hyderabad,Gemstone,Returning,44,Female,UPI,4,50000,40000,13,Tier-1,6500,43500,174000,160000,14000,Kalyan Jewellers,0.07799843815,2.50E-05,Impulse,Online,16,2.153846154,36-45,180500,50K+,10-20%,"August,2024",
8/2/2024 00:00:00,Delhi,Gemstone,New,60,Female,Cash,9,15000,2000,2,Tier-1,300,14700,132300,18000,114300,Tanishq,0.05930570901,0.0005,Impulse,Offline,1.384615385,381,56+,132600,50K+,0-10%,"August,2024",
8/3/2024 00:00:00,Kolkata,Gemstone,New,31,Female,Cash,16,75000,80000,6,Tier-1,4500,70500,1128000,1280000,-152000,Malabar Gold & Diamonds,0.5056450473,1.25E-05,Planned,Offline,-256,-33.77777778,26-35,1132500,50K+,0-10%,"August,2024",
8/5/2024 00:00:00,Mumbai,Gemstone,New,36,Male,Credit Card,16,15000,12000,18,Tier-1,2700,12300,196800,192000,4800,Senco Gold & Diamonds,0.08821892315,8.33E-05,Impulse,Online,64,1.777777778,36-45,199500,50K+,10-20%,"August,2024",
8/18/2024 12:00:00 AM,Bangalore,Gemstone,New,35,Male,Cash,13,3000,2000,2,Tier-1,60,2940,38220,26000,12220,Tanishq,0.01713276038,0.0005,Impulse,Offline,26,203.6666667,26-35,38280,25K-50K,0-10%,"August,2024",
8/22/2024 12:00:00 AM,Bangalore,Gemstone,Returning,32,Male,Net Banking,12,3000,2000,4,Tier-1,120,2880,34560,24000,10560,Tanishq,0.01549210358,0.0005,Impulse,Online,24,88,26-35,34680,25K-50K,0-10%,"August,2024",
8/23/2024 12:00:00 AM,Delhi,Gemstone,Returning,23,Other,Cash,1,15000,80000,14,Tier-1,2100,12900,12900,80000,-67100,Kalyan Jewellers,0.005782642828,1.25E-05,Impulse,Offline,-1.230769231,-31.95238095,18-25,15000,10K-25K,10-20%,"August,2024",
8/28/2024 12:00:00 AM,Chennai,Gemstone,Returning,21,Female,UPI,13,50000,12000,5,Tier-1,2500,47500,617500,156000,461500,Senco Gold & Diamonds,0.2768048021,8.33E-05,Impulse,Online,4.105263158,184.6,18-25,620000,50K+,0-10%,"August,2024",
8/29/2024 12:00:00 AM,Bangalore,Gemstone,Returning,62,Other,Cash,9,50000,2000,14,Tier-1,7000,43000,387000,18000,369000,Kalyan Jewellers,0.1734792848,0.0005,Impulse,Offline,0.375,52.71428571,56+,394000,50K+,10-20%,"August,2024",
8/31/2024 12:00:00 AM,Delhi,Gemstone,Returning,58,Female,Cash,1,100000,40000,15,Tier-1,15000,85000,85000,40000,45000,Senco Gold & Diamonds,0.0381026853,2.50E-05,Planned,Offline,0.6666666667,3,56+,100000,50K+,10-20%,"August,2024",
9/7/2024 00:00:00,Chennai,Gemstone,Returning,22,Male,Credit Card,16,3000,60000,6,Tier-1,180,2820,45120,960000,-914880,PC Jeweller,0.02022580189,1.67E-05,Impulse,Online,-16.84210526,-5082.666667,18-25,45300,25K-50K,0-10%,"September,2024",
9/12/2024 00:00:00,Chennai,Gemstone,New,50,Male,Net Banking,5,15000,80000,16,Tier-1,2400,12600,63000,400000,-337000,Senco Gold & Diamonds,0.02824081381,1.25E-05,Impulse,Online,-6.153846154,-140.4166667,46-55,65400,50K+,10-20%,"September,2024",
9/14/2024 12:00:00 AM,Bangalore,Gemstone,Returning,35,Female,Cash,19,100000,60000,12,Tier-1,12000,88000,1672000,1140000,532000,Senco Gold & Diamonds,0.7495022332,1.67E-05,Planned,Offline,28.5,44.33333333,26-35,1684000,50K+,10-20%,"September,2024",
9/18/2024 12:00:00 AM,Bangalore,Gemstone,Returning,42,Male,Credit Card,9,75000,80000,3,Tier-1,2250,72750,654750,720000,-65250,Malabar Gold & Diamonds,0.2935027436,1.25E-05,Planned,Online,-144,-29,36-45,657000,50K+,0-10%,"September,2024",
9/28/2024 12:00:00 AM,Delhi,Gemstone,New,38,Female,UPI,2,15000,80000,18,Tier-1,2700,12300,24600,160000,-135400,Senco Gold & Diamonds,0.01102736539,1.25E-05,Impulse,Online,-2.461538462,-50.14814815,36-45,27300,10K-25K,10-20%,"September,2024",
10/19/2024 12:00:00 AM,Bangalore,Gemstone,New,55,Female,Net Banking,1,3000,12000,14,Tier-1,420,2580,2580,12000,-9420,PC Jeweller,0.001156528566,8.33E-05,Impulse,Online,-1.333333333,-22.42857143,46-55,3000,0-5K,10-20%,"October,2024",
10/27/2024 12:00:00 AM,Hyderabad,Gemstone,New,27,Other,UPI,18,15000,80000,2,Tier-1,300,14700,264600,1440000,-1175400,Kalyan Jewellers,0.118611418,1.25E-05,Impulse,Online,-22.15384615,-3918,26-35,264900,50K+,0-10%,"October,2024",
10/31/2024 12:00:00 AM,Hyderabad,Gemstone,New,25,Female,Net Banking,15,75000,2000,18,Tier-1,13500,61500,922500,30000,892500,Senco Gold & Diamonds,0.4135262023,0.0005,Planned,Online,0.4109589041,66.11111111,18-25,936000,50K+,10-20%,"October,2024",
11/8/2024 00:00:00,Kolkata,Gemstone,New,44,Male,UPI,11,50000,2000,2,Tier-1,1000,49000,539000,22000,517000,Kalyan Jewellers,0.2416158515,0.0005,Impulse,Online,0.4583333333,517,36-45,540000,50K+,0-10%,"November,2024",
11/16/2024 12:00:00 AM,Chennai,Gemstone,New,45,Other,Cash,15,15000,40000,1,Tier-1,150,14850,222750,600000,-377250,Kalyan Jewellers,0.09985144884,2.50E-05,Impulse,Offline,-24,-2515,36-45,222900,50K+,0-10%,"November,2024",
11/20/2024 12:00:00 AM,Chennai,Gemstone,New,44,Other,Cash,1,100000,12000,10,Tier-1,10000,90000,90000,12000,78000,PC Jeweller,0.04034401973,8.33E-05,Planned,Offline,0.1363636364,7.8,36-45,100000,50K+,10-20%,"November,2024",
11/25/2024 12:00:00 AM,Hyderabad,Gemstone,Returning,56,Female,Credit Card,3,3000,40000,5,Tier-1,150,2850,8550,120000,-111450,PC Jeweller,0.003832681875,2.50E-05,Impulse,Online,-3.243243243,-743,56+,8700,5K-10K,0-10%,"November,2024",
11/27/2024 12:00:00 AM,Hyderabad,Gemstone,Returning,61,Female,UPI,14,15000,80000,14,Tier-1,2100,12900,180600,1120000,-939400,PC Jeweller,0.0809569996,1.25E-05,Impulse,Online,-17.23076923,-447.3333333,56+,182700,50K+,10-20%,"November,2024",
11/30/2024 12:00:00 AM,Kolkata,Gemstone,Returning,42,Other,Credit Card,4,50000,2000,15,Tier-1,7500,42500,170000,8000,162000,Kalyan Jewellers,0.0762053706,0.0005,Impulse,Online,0.1666666667,21.6,36-45,177500,50K+,10-20%,"November,2024",
12/12/2024 00:00:00,Chennai,Gemstone,Returning,60,Female,Credit Card,7,75000,80000,11,Tier-1,8250,66750,467250,560000,-92750,Senco Gold & Diamonds,0.2094527024,1.25E-05,Planned,Online,-112,-11.24242424,56+,475500,50K+,10-20%,"December,2024",
1/3/2025 00:00:00,Mumbai,Gemstone,Returning,18,Other,Cash,4,15000,2000,15,Tier-1,2250,12750,51000,8000,43000,Kalyan Jewellers,0.02286161118,0.0005,Impulse,Offline,0.6153846154,19.11111111,18-25,53250,50K+,10-20%,"January,2025",
1/4/2025 00:00:00,Chennai,Gemstone,New,27,Other,UPI,14,3000,12000,13,Tier-1,390,2610,36540,168000,-131460,Senco Gold & Diamonds,0.01637967201,8.33E-05,Impulse,Online,-18.66666667,-337.0769231,26-35,36930,25K-50K,10-20%,"January,2025",
1/11/2025 00:00:00,Kolkata,Gemstone,Returning,59,Male,UPI,8,3000,60000,12,Tier-1,360,2640,21120,480000,-458880,Senco Gold & Diamonds,0.00946739663,1.67E-05,Impulse,Online,-8.421052632,-1274.666667,56+,21480,10K-25K,10-20%,"January,2025",
1/20/2025 12:00:00 AM,Mumbai,Gemstone,Returning,34,Male,Cash,9,50000,12000,3,Tier-1,1500,48500,436500,108000,328500,Tanishq,0.1956684957,8.33E-05,Impulse,Offline,2.842105263,219,26-35,438000,50K+,0-10%,"January,2025",
1/21/2025 12:00:00 AM,Kolkata,Gemstone,New,19,Male,Cash,7,100000,40000,7,Tier-1,7000,93000,651000,280000,371000,PC Jeweller,0.2918217427,2.50E-05,Planned,Offline,4.666666667,53,18-25,658000,50K+,0-10%,"January,2025",
1/29/2025 12:00:00 AM,Delhi,Gemstone,New,22,Female,Net Banking,13,3000,60000,11,Tier-1,330,2670,34710,780000,-745290,Kalyan Jewellers,0.01555934361,1.67E-05,Impulse,Online,-13.68421053,-2258.454545,18-25,35040,25K-50K,10-20%,"January,2025",
2/7/2025 00:00:00,Mumbai,Gemstone,Returning,48,Female,Cash,12,100000,80000,3,Tier-1,3000,97000,1164000,960000,204000,Senco Gold & Diamonds,0.5217826552,1.25E-05,Planned,Offline,48,68,46-55,1167000,50K+,0-10%,"February,2025",
2/15/2025 12:00:00 AM,Chennai,Gemstone,New,64,Male,UPI,1,15000,80000,0,Tier-1,0,15000,15000,80000,-65000,Tanishq,0.006724003289,1.25E-05,Impulse,Online,-1.230769231,0,56+,15000,10K-25K,0-10%,"February,2025",
2/22/2025 12:00:00 AM,Chennai,Gemstone,New,26,Other,Credit Card,18,100000,40000,8,Tier-1,8000,92000,1656000,720000,936000,Kalyan Jewellers,0.7423299631,2.50E-05,Planned,Online,12,117,26-35,1664000,50K+,0-10%,"February,2025",
2/26/2025 12:00:00 AM,Bangalore,Gemstone,Returning,55,Female,UPI,12,3000,2000,11,Tier-1,330,2670,32040,24000,8040,Kalyan Jewellers,0.01436247102,0.0005,Impulse,Online,24,24.36363636,46-55,32370,25K-50K,10-20%,"February,2025",
2/27/2025 12:00:00 AM,Bangalore,Gemstone,New,20,Female,Net Banking,16,100000,80000,14,Tier-1,14000,86000,1376000,1280000,96000,PC Jeweller,0.616815235,1.25E-05,Planned,Online,64,6.857142857,18-25,1390000,50K+,10-20%,"February,2025",
3/11/2025 00:00:00,Kolkata,Gemstone,New,46,Male,Credit Card,12,15000,40000,18,Tier-1,2700,12300,147600,480000,-332400,Tanishq,0.06616419236,2.50E-05,Impulse,Online,-19.2,-123.1111111,46-55,150300,50K+,10-20%,"March,2025",
3/23/2025 12:00:00 AM,Mumbai,Gemstone,New,64,Male,UPI,18,15000,80000,19,Tier-1,2850,12150,218700,1440000,-1221300,Senco Gold & Diamonds,0.09803596795,1.25E-05,Impulse,Online,-22.15384615,-428.5263158,56+,221550,50K+,10-20%,"March,2025",
3/25/2025 12:00:00 AM,Chennai,Gemstone,Returning,37,Female,Net Banking,13,50000,40000,14,Tier-1,7000,43000,559000,520000,39000,PC Jeweller,0.2505811892,2.50E-05,Impulse,Online,52,5.571428571,36-45,566000,50K+,10-20%,"March,2025",
3/28/2025 12:00:00 AM,Delhi,Gemstone,New,30,Male,Net Banking,19,15000,60000,3,Tier-1,450,14550,276450,1140000,-863550,PC Jeweller,0.1239233806,1.67E-05,Impulse,Online,-25.33333333,-1919,26-35,276900,50K+,0-10%,"March,2025",
4/2/2025 00:00:00,Mumbai,Gemstone,New,53,Female,Credit Card,1,15000,40000,4,Tier-1,600,14400,14400,40000,-25600,Kalyan Jewellers,0.006455043157,2.50E-05,Impulse,Online,-1.6,-42.66666667,46-55,15000,10K-25K,0-10%,"April,2025",
4/24/2025 12:00:00 AM,Hyderabad,Gemstone,New,29,Other,Cash,5,50000,80000,5,Tier-1,2500,47500,237500,400000,-162500,Malabar Gold & Diamonds,0.1064633854,1.25E-05,Impulse,Offline,-13.33333333,-65,26-35,240000,50K+,0-10%,"April,2025",
5/5/2025 00:00:00,Delhi,Gemstone,Returning,21,Other,UPI,5,75000,40000,12,Tier-1,9000,66000,330000,200000,130000,Kalyan Jewellers,0.1479280724,2.50E-05,Planned,Online,5.714285714,14.44444444,18-25,339000,50K+,10-20%,"May,2025",
5/8/2025 00:00:00,Kolkata,Gemstone,New,41,Male,Net Banking,13,100000,80000,17,Tier-1,17000,83000,1079000,1040000,39000,PC Jeweller,0.4836799699,1.25E-05,Planned,Online,52,2.294117647,36-45,1096000,50K+,10-20%,"May,2025",
5/13/2025 12:00:00 AM,Chennai,Gemstone,New,33,Female,Net Banking,16,50000,12000,19,Tier-1,9500,40500,648000,192000,456000,Senco Gold & Diamonds,0.2904769421,8.33E-05,Impulse,Online,5.052631579,48,26-35,657500,50K+,10-20%,"May,2025",
1/4/2024 00:00:00,Delhi,Diamond,New,31,Male,Net Banking,13,50000,12000,6,Tier-1,3000,47000,611000,156000,455000,Senco Gold & Diamonds,0.2738910673,8.33E-05,Impulse,Online,4.105263158,151.6666667,26-35,614000,50K+,0-10%,"January,2024",3000
1/20/2024 12:00:00 AM,Delhi,Diamond,Returning,45,Other,Cash,5,15000,80000,13,Tier-1,1950,13050,65250,400000,-334750,Malabar Gold & Diamonds,0.02924941431,1.25E-05,Impulse,Offline,-6.153846154,-171.6666667,36-45,67200,50K+,10-20%,"January,2024",1950
1/27/2024 12:00:00 AM,Bangalore,Diamond,Returning,21,Female,Credit Card,18,100000,60000,15,Tier-1,15000,85000,1530000,1080000,450000,Senco Gold & Diamonds,0.6858483354,1.67E-05,Planned,Online,27,30,18-25,1545000,50K+,10-20%,"January,2024",15000
